student_id,age,gender,socioeconomic_status,region,total_logins,weekly_login_count,avg_session_duration,resource_click_count,forum_posts,quiz_attempts_count,video_watch_completion_rate,daily_internet_usage_mins,edu_sites_visit_count,nonedu_sites_visit_count,peak_usage_time,tab_switch_count,total_classes,classes_attended,assignment_score_avg,quiz_score_avg,midterm_exam_score,final_exam_score,attendance_percentage,overall_performance_score,performance_label
S0185,17,Female,Medium,North,23,7,34.02631681028933,18.0,3,2,0.45,267.0,17,7,Night,14,60,36,45.9,54.3,33.5,44.8,60.0,43.53,Low
S0940,18,Female,High,West,42,1,44.96328911519485,25.0,1,4,0.32,139.0,28,10,Night,14,60,50,72.4,72.5,76.5,65.6,83.33,71.61,Medium
S0245,23,Female,High,South,23,7,53.875039674140595,96.0,3,3,0.52,282.0,18,10,Night,4,60,39,41.5,49.2,36.8,45.9,65.0,42.95,Low
S0932,21,Female,Medium,North,30,6,67.44898414148727,87.0,2,1,0.56,206.0,16,12,Afternoon,3,60,52,78.0,73.3,70.2,67.5,86.67,71.57,Medium
S0446,19,Female,Medium,West,8,7,57.718924219386565,41.0,4,2,0.78,198.0,18,9,Night,5,60,40,57.6,33.4,37.5,48.8,66.67,44.09,Low
S0597,21,Male,Medium,North,9,6,37.20907260623299,97.0,5,4,0.85,230.0,19,9,Morning,1,60,36,55.5,43.1,54.8,36.6,60.0,47.14,Low
S0818,21,Female,Low,South,28,3,45.33601707353556,49.0,2,4,0.98,60.0,17,5,Afternoon,10,60,53,79.7,61.4,77.1,79.7,88.33,75.26,Medium
S1273,21,Male,Low,East,38,7,57.515793826826965,60.0,3,1,0.69,144.0,18,2,Evening,11,60,48,74.3,71.1,73.1,65.9,80.0,70.78,Medium
S1677,18,Male,Medium,South,54,7,65.54079205737345,22.0,0,2,0.58,145.0,17,18,Evening,13,60,58,94.7,98.4,95.3,93.3,96.67,95.2,High
S0487,19,Female,Low,North,6,9,43.24621544101309,53.0,1,2,0.87,102.0,22,7,Night,6,60,30,49.1,39.2,45.8,50.9,50.0,46.67,Low
S0681,24,Male,High,South,17,2,38.275144039936634,22.0,5,4,0.42,194.0,20,11,Night,6,60,36,43.5,39.9,36.9,48.2,60.0,42.21,Low
S0416,17,Male,Low,East,11,6,53.86191188584796,18.0,3,1,0.66,171.0,24,10,Night,2,60,31,49.9,38.9,45.7,57.5,51.67,48.72,Low
S0274,24,Male,Low,West,22,3,63.90440685155782,22.0,6,3,0.83,234.0,25,10,Afternoon,8,60,36,43.0,59.2,54.3,49.9,60.0,51.7,Low
S1472,19,Male,Medium,East,45,4,50.290093204097275,72.0,1,1,0.91,203.0,15,13,Evening,14,60,57,99.1,96.9,95.4,97.6,95.0,97.1,High
S1830,19,Female,Low,South,53,9,31.039010300119745,83.0,5,3,0.37,241.0,16,11,Afternoon,8,60,56,99.5,92.7,95.7,95.5,93.33,95.8,High
S1455,21,Male,Medium,South,57,4,46.92346966729809,92.0,7,3,0.87,257.0,17,14,Afternoon,11,60,58,90.3,80.9,91.8,91.2,96.67,89.14,High
S0251,22,Female,High,West,17,8,41.50560672783044,92.0,2,3,0.76,183.0,21,12,Evening,10,60,38,47.4,32.0,52.8,43.1,63.33,44.65,Low
S0414,17,Female,Medium,East,23,1,37.211629571795655,39.0,2,3,0.44,162.0,23,12,Morning,10,60,38,52.9,42.3,58.2,41.9,63.33,49.07,Low
S1386,17,Male,Medium,East,35,8,42.604505431151615,38.0,1,4,0.73,138.0,19,5,Evening,9,60,51,79.5,65.9,69.6,71.4,85.0,71.38,Medium
S1308,18,Male,Medium,West,26,1,39.198723573010604,71.0,6,4,0.78,191.0,12,10,Morning,13,60,53,74.2,61.7,79.2,71.8,88.33,72.48,Medium
S0716,24,Female,Low,South,16,7,48.485951198609804,36.0,1,1,0.82,211.0,25,10,Afternoon,10,60,41,44.1,52.4,40.9,54.3,68.33,47.86,Low
S0311,24,Male,High,South,24,7,61.43378155804534,23.0,3,2,0.87,194.0,16,11,Night,11,60,34,50.9,53.9,58.3,56.4,56.67,55.37,Low
S0927,18,Female,Medium,West,37,7,60.535948104498274,24.0,2,4,0.7,173.0,23,9,Evening,6,60,45,79.6,72.2,71.8,70.9,75.0,73.17,Medium
S0382,22,Female,Medium,North,9,3,55.53985771182876,40.0,1,3,0.8,197.0,27,9,Evening,8,60,34,57.0,45.9,43.0,38.6,56.67,45.06,Low
S1566,20,Female,Medium,North,48,6,56.01224743531519,69.0,3,1,0.85,152.0,25,14,Evening,6,60,59,91.4,90.1,86.7,89.8,98.33,89.25,High
S0426,21,Female,Medium,South,10,7,29.69538590256623,46.0,2,1,0.68,183.0,17,7,Night,7,60,43,52.4,30.9,44.8,44.5,71.67,43.45,Low
S1875,24,Male,Medium,North,51,1,49.26715455461991,95.0,4,4,0.51,154.0,23,15,Night,11,60,58,87.1,90.6,89.1,99.7,96.67,92.18,High
S0533,17,Male,Low,North,12,2,21.080437956869762,86.0,7,1,0.95,206.0,20,13,Morning,10,60,37,42.9,53.9,34.2,59.9,61.67,47.59,Low
S0753,18,Male,High,South,21,4,31.430644303004247,81.0,2,1,0.6,207.0,22,13,Morning,8,60,35,42.1,49.8,31.0,39.2,58.33,39.44,High
S0766,19,Male,Medium,West,8,3,47.96576938530305,91.0,2,1,0.59,266.0,24,8,Night,11,60,44,46.7,59.7,34.7,53.7,73.33,47.8,Low
S1357,23,Female,Medium,North,33,1,42.580788728677106,71.0,2,4,0.32,135.0,20,12,Afternoon,1,60,45,77.1,71.0,74.1,78.2,75.0,75.31,Medium
S0409,20,Male,Low,East,24,3,50.95490897639257,85.0,6,3,0.48,234.0,19,9,Morning,11,60,42,58.1,39.4,43.9,55.5,70.0,49.32,Low
S1615,23,Male,High,North,47,9,31.869929368286186,79.0,4,1,0.91,138.0,20,11,Morning,2,60,58,95.8,97.7,85.6,95.6,96.67,93.06,High
S0695,18,Female,Medium,West,6,4,38.331512830484364,95.0,4,4,0.49,244.0,22,8,Morning,9,60,38,46.6,43.9,32.4,54.5,63.33,44.17,Low
S1739,24,Male,Low,East,54,2,43.39726787179914,11.0,2,4,0.65,93.0,23,13,Morning,10,60,59,98.5,94.0,95.6,87.9,98.33,93.55,High
S0549,18,Female,High,North,9,6,59.350873992222354,34.0,3,2,0.91,71.0,19,10,Night,11,60,34,55.2,34.1,37.0,37.7,56.67,40.27,Low
S0937,22,Male,Low,East,32,4,30.64045021971984,27.0,1,3,0.5,230.0,21,8,Night,12,60,49,65.4,72.6,71.7,77.8,81.67,72.45,Medium
S1390,18,Male,High,North,35,1,47.04254942657026,95.0,5,2,0.69,194.0,26,9,Morning,14,60,51,79.0,60.4,71.2,70.1,85.0,70.27,Medium
S1608,20,Male,Medium,South,46,1,42.45541536424084,50.0,6,2,0.51,189.0,20,12,Afternoon,2,60,56,98.1,94.2,86.2,95.2,93.33,92.88,High
S1940,21,Female,Low,South,55,2,34.491668250544414,52.0,5,4,0.78,276.0,17,6,Night,1,60,57,94.8,87.5,98.0,97.7,95.0,95.17,High
S1482,23,Male,Medium,South,57,8,60.00243280444373,48.0,3,2,0.46,220.0,20,12,Afternoon,2,60,56,88.7,92.3,86.0,91.5,93.33,89.45,High
S0183,22,Female,Low,East,13,5,,,3,3,0.96,,28,14,Night,12,60,34,54.5,,44.8,51.7,56.67,49.07,Low
S1941,19,Female,Low,West,50,4,44.32592554351255,20.0,8,1,0.85,249.0,24,8,Afternoon,14,60,56,95.6,88.6,96.1,86.6,93.33,91.65,High
S1161,21,Male,Medium,North,44,1,58.77366578781151,48.0,6,4,0.62,176.0,17,9,Evening,14,60,53,72.4,64.2,79.1,73.4,88.33,73.07,Medium
S0171,24,Female,Medium,South,18,2,37.76009668257391,18.0,3,1,0.69,185.0,15,11,Morning,13,60,37,52.3,59.4,31.9,58.6,61.67,49.49,Low
S0293,17,Female,Medium,South,19,7,58.62562852712452,47.0,4,4,0.66,245.0,18,9,Night,5,60,42,47.8,54.0,49.3,45.9,70.0,48.92,Low
S0562,19,Female,Low,South,6,6,44.42482246994537,25.0,3,3,0.42,241.0,22,15,Evening,14,60,35,45.1,59.8,34.9,59.1,58.33,49.18,Low
S1457,17,Male,Low,East,49,4,38.430813787192506,92.0,3,1,0.31,176.0,25,13,Afternoon,10,60,56,98.5,96.6,88.5,97.4,93.33,94.79,High
S1877,23,Female,Medium,East,54,3,35.75864073372393,62.0,6,2,0.69,323.0,24,10,Evening,2,60,58,92.9,93.3,97.3,86.9,96.67,92.5,High
S1652,21,Female,High,North,56,4,56.14879267276994,38.0,3,1,0.69,114.0,23,14,Afternoon,14,60,55,98.6,82.1,92.3,91.6,91.67,91.31,High
S0850,24,Male,Low,North,33,9,46.90879935918708,36.0,5,4,0.38,187.0,19,8,Afternoon,1,60,52,67.2,63.9,66.5,74.6,86.67,68.55,Medium
S0273,24,Female,Low,South,18,4,37.683682610914715,88.0,2,3,0.59,290.0,15,9,Evening,12,60,40,49.9,51.9,57.7,48.1,66.67,52.1,Low
S1550,18,Female,Medium,West,49,1,37.60569655253185,59.0,1,1,0.68,147.0,21,12,Night,4,60,55,97.7,84.5,98.1,96.1,91.67,94.7,High
S1035,22,Female,Medium,East,32,4,48.46165821054781,73.0,6,3,0.8,274.0,22,9,Evening,13,60,48,79.4,74.6,70.5,72.8,80.0,73.79,Medium
S1744,22,Female,Low,West,56,6,54.206716089058176,77.0,0,2,0.55,141.0,22,7,Evening,1,60,57,88.3,82.3,86.7,85.9,95.0,85.9,High
S0372,24,Male,High,South,10,4,42.629880299873726,83.0,2,4,0.89,117.0,20,10,Night,8,60,38,42.8,34.0,56.9,36.1,63.33,43.26,Low
S1670,21,Male,Medium,North,59,7,39.41342246775572,63.0,3,3,0.91,191.0,20,7,Evening,9,60,55,92.4,89.2,93.2,98.2,91.67,93.74,High
S0722,19,Male,High,East,8,6,53.76169167191233,56.0,1,2,0.53,60.0,21,5,Morning,3,60,34,51.5,32.0,45.1,39.5,56.67,42.08,Low
S0734,24,Male,Low,West,16,7,34.139454178819136,32.0,4,1,0.51,247.0,22,5,Evening,11,60,34,58.5,35.3,40.5,56.3,56.67,47.8,Low
S0778,24,Female,Medium,West,18,9,33.43584183256144,32.0,4,1,0.59,141.0,20,10,Night,8,60,38,52.7,46.6,34.6,42.6,63.33,43.02,Low
S0519,24,Female,Low,West,11,3,49.940639189755196,42.0,1,1,0.79,136.0,12,8,Evening,4,60,34,57.1,55.3,52.1,47.6,56.67,52.39,Low
S0335,22,Male,Medium,West,13,9,26.481572684253415,79.0,2,1,0.57,208.0,26,12,Morning,7,60,40,50.9,50.5,31.2,38.6,66.67,41.22,Low
S0846,20,Male,Medium,North,30,1,39.953954045150255,85.0,1,4,0.36,228.0,16,13,Evening,12,60,46,69.5,68.5,74.7,79.6,76.67,73.89,Medium
S1252,23,Female,High,North,40,4,43.62899477609778,84.0,2,2,0.59,158.0,24,7,Afternoon,4,60,51,68.1,61.0,75.1,66.3,85.0,68.24,Medium
S1053,17,Female,Low,North,33,5,42.82613800583495,25.0,5,1,0.62,220.0,29,11,Morning,1,60,50,77.2,70.1,72.9,77.5,83.33,74.58,Medium
S1924,17,Female,Medium,South,46,1,32.43723034982784,46.0,1,2,0.58,238.0,22,13,Evening,2,60,57,85.6,97.2,96.0,89.1,95.0,92.09,High
S0016,21,Male,Medium,West,6,3,36.630792962037205,78.0,3,4,0.59,98.0,19,5,Morning,8,60,38,53.9,50.3,58.6,37.4,63.33,49.64,Low
S0708,24,Female,Medium,East,6,7,31.42482460158065,23.0,3,3,0.91,197.0,31,9,Night,13,60,34,59.1,34.6,38.3,55.6,56.67,46.91,Low
S0901,21,Female,Low,North,44,9,68.60882171812966,68.0,1,4,0.6,244.0,19,12,Morning,13,60,50,77.0,61.5,75.7,73.9,83.33,72.58,Medium
S1980,18,Male,Medium,East,53,8,50.454772846394654,45.0,5,4,0.45,246.0,20,10,Night,2,60,58,87.2,97.3,96.9,89.9,96.67,92.94,High
S1573,18,Female,Medium,East,58,7,66.6439366332514,17.0,2,3,0.65,184.0,18,17,Morning,9,60,58,85.3,85.7,93.7,86.9,96.67,88.38,High
S0904,17,Male,High,North,40,1,42.758336705090706,94.0,2,1,0.82,144.0,16,10,Evening,9,60,50,70.4,61.1,65.7,69.1,83.33,66.74,Medium
S0466,23,Male,Low,West,17,6,37.53076714929833,56.0,7,1,0.59,174.0,21,8,Evening,6,60,44,57.4,36.1,52.0,53.2,73.33,50.26,Low
S1978,20,Female,Low,North,57,3,42.65262182986124,59.0,2,4,0.37,124.0,12,7,Morning,11,60,59,89.7,82.7,90.1,95.1,98.33,90.04,High
S0200,19,Male,Medium,West,21,9,43.37876024520141,65.0,2,1,0.65,278.0,16,10,Morning,1,60,41,42.9,32.4,39.2,46.6,68.33,40.8,Low
S1207,24,Male,High,North,44,1,18.277926155286508,88.0,2,2,0.72,262.0,15,8,Night,3,60,54,72.5,69.8,74.5,67.0,90.0,70.91,Medium
S1056,22,Female,Low,West,30,9,22.940648200856216,85.0,5,1,0.34,226.0,23,15,Evening,2,60,49,69.5,64.5,65.8,75.4,81.67,69.16,Medium
S1132,20,Female,Medium,South,27,7,46.58391955752469,62.0,2,2,0.45,329.0,27,8,Morning,11,60,52,77.9,73.2,70.6,79.9,86.67,75.37,Medium
S1380,24,Female,High,East,37,4,36.77096409023525,99.0,4,1,0.73,216.0,16,8,Afternoon,10,60,51,70.4,73.5,71.5,67.4,85.0,70.45,Medium
S0999,21,Male,Medium,East,35,2,43.77797848959256,54.0,2,2,0.44,210.0,23,11,Night,5,60,51,65.1,65.1,67.8,74.6,85.0,68.76,Medium
S0728,19,Male,Medium,East,11,8,51.08905356254632,27.0,2,4,0.82,276.0,19,13,Evening,3,60,31,52.5,36.7,56.8,38.0,51.67,46.28,Low
S1772,24,Male,Medium,North,46,6,56.763815266804635,87.0,3,4,0.35,295.0,20,6,Afternoon,2,60,57,91.5,90.0,92.3,93.8,95.0,92.13,High
S1910,24,Female,Medium,West,47,8,34.8326890853118,88.0,3,3,0.47,162.0,24,12,Morning,7,60,55,98.4,91.3,99.0,93.0,91.67,95.54,High
S1822,22,Female,High,West,53,6,35.57791920828173,84.0,3,3,0.93,126.0,20,9,Afternoon,7,60,57,95.7,99.9,94.8,88.1,95.0,93.99,High
S0568,24,Female,High,North,20,7,55.35443416416945,52.0,2,1,0.48,209.0,10,10,Morning,10,60,43,50.2,33.8,57.1,42.2,71.67,46.59,Low
S0044,24,Male,High,South,12,8,36.71803727034765,10.0,1,4,0.53,199.0,14,5,Afternoon,6,60,38,52.5,44.8,38.0,47.0,63.33,44.96,Low
S0275,17,Male,High,North,8,6,45.49308331520223,37.0,4,2,0.46,153.0,18,17,Evening,11,60,40,49.7,44.1,50.8,50.8,66.67,49.24,Low
S1097,22,Female,Medium,West,33,5,39.750980371310014,47.0,2,4,0.48,186.0,19,13,Afternoon,9,60,53,66.8,65.9,66.8,69.5,88.33,67.43,Medium
S0102,18,Female,Low,West,24,5,58.032780373160634,13.0,1,2,0.39,163.0,21,8,Evening,6,60,37,43.9,37.4,45.1,55.0,61.67,46.29,Low
S1232,18,Male,Medium,West,34,9,49.87786017510898,25.0,4,2,0.99,296.0,19,6,Afternoon,14,60,54,72.4,64.0,68.3,67.3,90.0,67.96,Medium
S1722,19,Male,Medium,West,45,1,50.012388657189916,55.0,1,1,0.57,276.0,25,12,Night,12,60,55,95.8,91.2,89.7,99.1,91.67,94.04,High
S1833,19,Male,Medium,East,57,2,36.32856594154004,45.0,4,3,0.57,125.0,15,7,Night,5,60,56,94.7,98.2,97.6,96.0,93.33,96.66,High
S0108,20,Male,Medium,North,21,4,41.743889478514966,14.0,5,1,0.72,210.0,15,8,Night,9,60,40,52.1,47.4,37.9,58.0,66.67,48.67,Low
S1618,17,Male,Medium,East,53,6,50.6840025857306,68.0,4,2,0.9,244.0,19,8,Night,13,60,55,89.1,85.3,85.0,89.1,91.67,87.11,High
S0498,20,Male,Low,North,17,9,48.59475797547125,89.0,1,4,0.97,221.0,17,9,Afternoon,10,60,33,44.4,35.1,56.9,39.8,55.0,44.91,Low
S1981,17,Male,Medium,South,46,6,36.91044572172106,76.0,7,4,0.43,214.0,21,15,Afternoon,10,60,57,98.7,88.6,90.0,98.1,95.0,93.89,High
S0882,20,Female,Medium,South,27,7,39.544462195884726,56.0,1,1,0.89,172.0,27,14,Evening,10,60,46,76.7,67.1,72.0,77.4,76.67,73.58,Medium
S0757,18,Female,Medium,East,17,2,25.63247297497535,66.0,2,1,0.89,124.0,16,9,Evening,4,60,37,49.1,52.9,51.9,37.7,61.67,47.28,Low
S0620,19,Male,High,East,5,8,52.31955502509846,39.0,2,1,0.94,141.0,16,15,Afternoon,6,60,35,52.6,39.5,48.0,56.9,58.33,49.89,Low
S1107,18,Female,Medium,South,43,1,54.60060874701522,45.0,2,2,0.64,289.0,15,16,Evening,14,60,53,78.6,67.6,65.3,67.1,88.33,68.96,Medium
S1936,23,Female,Medium,East,53,2,38.76643303684996,30.0,3,2,0.36,134.0,21,5,Afternoon,7,60,56,94.3,98.0,96.2,93.1,93.33,95.25,High
S0810,23,Female,Medium,North,32,4,48.48221104144169,68.0,5,4,0.83,211.0,19,14,Morning,7,60,49,75.5,61.3,71.6,70.6,81.67,70.02,Medium
S1038,20,Female,Medium,West,25,7,43.74633014002492,22.0,4,3,0.6,236.0,13,15,Evening,13,60,46,69.1,65.0,76.7,71.5,76.67,71.28,Medium
S0073,17,Female,Medium,West,21,2,48.22082310766986,75.0,0,4,0.86,183.0,29,7,Morning,6,60,35,45.9,51.2,46.3,49.0,58.33,48.01,Low
S1284,20,Female,Medium,North,28,6,31.829018032450215,25.0,3,4,0.39,193.0,18,15,Afternoon,11,60,45,77.8,66.2,72.5,70.0,75.0,71.55,Medium
S1272,18,Male,Medium,East,35,9,50.141409907607226,88.0,3,1,0.63,103.0,23,6,Morning,1,60,53,67.2,60.0,76.6,76.1,88.33,71.25,Medium
S1335,24,Female,Low,East,29,9,,,3,2,0.7,,19,9,Morning,4,60,53,66.5,,68.9,65.8,88.33,67.55,Medium
S1459,20,Male,Medium,North,49,1,46.39150839052284,97.0,3,3,0.78,189.0,19,17,Evening,8,60,58,96.3,86.5,88.6,89.2,96.67,89.9,High
S0482,22,Male,Medium,West,17,9,37.880267727410775,48.0,3,3,0.91,243.0,16,9,Night,12,60,42,54.1,34.9,32.1,56.0,70.0,44.23,Medium
S1069,19,Female,High,West,25,3,50.30489798529873,48.0,5,3,0.52,220.0,23,5,Afternoon,6,60,48,68.4,71.1,79.7,71.0,80.0,73.11,Medium
S0507,24,Female,Medium,North,14,2,21.130701298043274,99.0,2,4,0.48,199.0,18,10,Night,3,60,43,59.0,43.0,35.9,35.7,71.67,41.88,Low
S1238,18,Male,Medium,West,34,5,33.226789587302285,78.0,6,4,0.45,180.0,22,10,Afternoon,10,60,46,65.4,75.0,67.0,69.7,76.67,69.09,Medium
S1862,19,Female,Low,East,54,3,53.80178956453544,56.0,5,3,0.37,198.0,34,7,Morning,6,60,55,93.0,85.7,96.2,99.3,91.67,94.39,High
S1990,20,Male,Medium,South,51,4,45.55444995205816,31.0,3,4,0.55,173.0,24,9,Night,14,60,58,99.1,81.9,92.5,86.9,96.67,90.02,High
S1477,19,Male,Medium,West,46,9,38.02715569218712,37.0,1,1,0.31,197.0,24,8,Afternoon,11,60,59,85.5,84.1,93.2,95.7,98.33,90.59,Low
S1867,18,Male,High,West,52,5,41.90088912557077,98.0,2,4,0.98,121.0,16,9,Afternoon,14,60,55,96.9,82.1,91.1,91.2,91.67,90.49,High
S1456,24,Female,Low,South,49,3,40.78492602496691,83.0,3,4,0.52,172.0,17,6,Afternoon,12,60,59,98.4,94.7,98.1,85.6,98.33,93.73,High
S0312,23,Male,Low,North,14,4,48.60647891435795,31.0,3,1,0.65,185.0,17,8,Evening,13,60,34,45.6,59.5,43.5,53.0,56.67,49.97,Low
S0963,19,Male,Low,West,44,8,,,6,4,0.49,,23,3,Morning,6,60,51,79.2,,77.3,67.2,85.0,74.03,Medium
S0406,20,Female,Medium,East,13,8,,,3,2,0.78,,16,19,Morning,12,60,38,43.8,,56.9,49.8,63.33,52.09,Low
S1331,23,Female,Low,North,35,9,43.15115016901314,49.0,2,4,0.32,233.0,12,11,Afternoon,10,60,48,69.0,69.7,76.0,70.4,80.0,71.66,Medium
S1650,22,Male,Medium,South,45,2,47.89293800896711,27.0,3,2,0.5,230.0,19,3,Night,5,60,55,98.4,99.0,95.0,98.1,91.67,97.41,High
S0310,22,Male,Low,North,19,7,41.79702195463358,21.0,2,3,0.35,60.0,21,8,Morning,1,60,33,55.1,36.7,49.9,40.9,55.0,45.6,Low
S0227,21,Female,High,South,20,5,30.00984039541599,61.0,4,1,0.4,261.0,12,11,Afternoon,9,60,34,48.8,51.3,49.2,37.0,56.67,45.88,Low
S1858,24,Male,High,East,58,2,57.17644092485884,57.0,2,1,0.33,283.0,23,9,Afternoon,13,60,57,89.4,82.7,86.6,89.0,95.0,87.1,High
S0711,23,Male,High,West,8,4,55.8005605913931,90.0,3,2,0.83,163.0,26,8,Morning,5,60,36,54.9,55.5,59.9,41.0,60.0,52.35,Low
S1944,22,Male,Low,South,50,4,56.08856898204617,74.0,3,1,0.73,173.0,14,12,Morning,1,60,58,86.7,86.4,94.5,88.2,96.67,89.43,High
S1384,22,Male,Medium,South,44,9,56.76637548616744,92.0,0,2,0.31,274.0,20,8,Evening,7,60,47,77.9,63.6,65.5,65.5,78.33,67.6,Medium
S1786,17,Female,Medium,West,56,6,66.3841525100487,98.0,3,2,0.32,96.0,23,8,Night,5,60,58,94.6,96.4,88.3,96.6,96.67,93.67,High
S0149,17,Female,High,West,188,4,57.37653757511998,86.0,4,4,0.68,283.0,18,11,Afternoon,10,60,40,59.8,53.0,35.4,35.1,66.67,43.71,Low
S1555,22,Male,Low,North,46,3,46.258733300201214,56.0,2,3,0.83,126.0,17,9,Evening,1,60,55,95.4,89.8,94.9,93.5,91.67,93.56,High
S1957,21,Female,High,North,55,7,36.28198839581738,67.0,1,3,0.72,141.0,24,8,Afternoon,12,60,55,85.4,97.2,96.1,97.8,91.67,94.69,High
S0926,20,Male,Medium,North,29,3,53.189083063472836,85.0,4,2,0.76,173.0,25,9,Evening,3,60,53,77.2,63.9,78.0,77.9,88.33,74.99,Medium
S0943,18,Female,High,North,32,9,40.969077102459906,61.0,5,4,0.44,208.0,21,10,Morning,14,60,53,66.9,72.1,71.3,78.8,88.33,72.83,Medium
S0837,21,Male,Medium,West,30,7,46.03216259765917,68.0,1,3,0.77,207.0,28,14,Night,9,60,50,68.6,65.0,77.2,72.9,83.33,71.75,Medium
S0576,22,Male,High,West,11,1,42.08241367741463,34.0,2,4,0.92,142.0,20,15,Evening,5,60,39,60.0,32.0,32.5,51.2,65.0,43.51,Low
S0558,22,Male,Medium,South,24,3,29.568817720571296,70.0,1,2,0.65,234.0,21,10,Morning,11,60,39,44.3,48.8,42.5,40.5,65.0,43.52,Low
S1236,24,Female,Medium,East,26,1,51.80302892060476,42.0,4,2,0.76,147.0,23,11,Night,7,60,47,70.7,72.0,72.8,73.5,78.33,72.43,Medium
S1361,24,Female,High,North,39,7,46.727044165769534,87.0,2,2,0.91,271.0,15,15,Afternoon,6,60,53,70.7,62.2,67.7,66.8,88.33,66.93,Medium
S1348,18,Female,Low,North,31,6,52.45635832802803,46.0,1,3,0.52,134.0,24,11,Night,14,60,47,72.3,65.6,71.4,70.9,78.33,70.27,Medium
S1162,23,Female,Medium,North,33,4,48.78353969352728,27.0,2,2,0.4,222.0,20,12,Afternoon,7,60,49,73.4,61.8,79.4,69.9,81.67,71.83,Medium
S1443,18,Male,High,West,47,9,46.564860388296154,72.0,5,4,0.99,272.0,27,5,Morning,1,60,55,85.1,94.0,95.7,94.0,91.67,92.73,High
S0287,17,Male,Medium,South,21,3,48.55668948563229,74.0,4,1,0.73,98.0,27,9,Afternoon,10,60,37,42.9,40.9,39.3,55.9,61.67,45.32,Low
S1605,19,Female,High,North,46,7,37.64823871491126,66.0,2,2,0.64,265.0,22,10,Night,12,60,57,88.7,85.5,90.9,97.3,95.0,91.3,High
S1058,18,Male,Medium,East,43,3,37.744816955580845,67.0,1,4,0.51,260.0,24,11,Night,11,60,54,77.2,62.5,77.5,65.3,90.0,70.78,Medium
S0599,20,Female,Medium,North,19,5,40.42366750662385,38.0,5,1,0.5,113.0,23,12,Night,11,60,41,45.2,42.1,31.7,58.7,68.33,44.58,Low
S0933,21,Female,Medium,North,30,9,54.587078449618275,89.0,5,3,0.42,261.0,19,5,Afternoon,7,60,54,78.7,60.1,76.0,67.0,90.0,70.66,Medium
S1462,20,Female,Low,West,51,5,52.91151526104811,38.0,2,2,0.3,79.0,16,11,Night,1,60,56,97.5,93.9,92.4,96.5,93.33,94.95,High
S1638,24,Female,High,North,51,9,50.98779631081694,55.0,5,1,0.73,283.0,20,6,Afternoon,14,60,58,93.9,82.3,96.1,95.5,96.67,92.72,Low
S1588,19,Male,Low,East,54,6,59.13492657212908,42.0,1,3,0.99,208.0,20,13,Evening,13,60,55,98.3,85.9,98.0,98.4,91.67,95.76,High
S1041,21,Female,Low,South,29,5,38.41777756249812,14.0,2,3,0.38,202.0,17,4,Night,6,60,50,72.7,67.7,73.3,75.4,83.33,72.69,Medium
S1231,24,Female,Medium,North,26,4,51.33572744081717,30.0,1,2,0.93,152.0,23,13,Morning,1,60,52,69.4,72.4,68.2,69.6,86.67,69.7,Medium
S0807,18,Male,Medium,East,25,9,29.522935987588127,37.0,3,3,0.42,220.0,14,15,Night,12,60,52,68.5,68.9,68.9,77.9,86.67,71.52,Medium
S0905,23,Female,Low,North,25,1,43.31454084096442,30.0,2,4,0.93,132.0,24,8,Night,2,60,49,73.8,69.5,70.2,73.9,81.67,71.89,Medium
S1680,23,Female,High,East,46,2,45.40753336068633,23.0,5,2,0.74,102.0,13,8,Evening,14,60,56,88.2,89.4,86.0,86.4,93.33,87.24,High
S1205,24,Male,High,East,28,5,41.512247389931304,69.0,2,4,0.91,205.0,18,11,Afternoon,4,60,47,72.3,74.9,78.4,72.2,78.33,74.62,Medium
S0768,24,Female,Low,West,15,3,47.88728003009836,16.0,1,3,0.63,155.0,14,4,Afternoon,4,60,32,55.5,38.2,34.1,37.5,53.33,40.22,Low
S0610,24,Female,High,South,22,9,46.26267736234068,27.0,2,4,0.85,341.0,25,10,Night,3,60,37,43.2,31.2,31.9,58.8,61.67,42.09,Low
S1993,20,Female,Medium,East,52,5,39.94954825316597,51.0,2,4,0.47,249.0,28,19,Night,4,60,55,93.7,81.3,85.6,93.3,91.67,88.67,High
S1565,21,Female,Medium,South,53,7,46.488250042921536,61.0,5,1,0.69,343.0,22,11,Evening,7,60,55,86.9,98.0,92.4,93.2,91.67,92.66,High
S1423,21,Male,Medium,East,46,7,27.666366369142995,86.0,4,4,0.84,60.0,13,5,Evening,7,60,56,91.3,88.5,85.7,85.7,93.33,87.38,High
S1011,20,Female,High,East,27,4,36.588786324396075,58.0,2,4,0.57,304.0,28,11,Night,13,60,52,72.9,63.7,76.7,77.3,86.67,73.52,Medium
S0494,22,Male,Medium,West,10,8,,,1,4,0.94,,12,14,Morning,9,60,39,40.4,,54.3,40.1,65.0,45.06,Low
S1321,17,Male,Medium,North,33,4,38.536827023025836,86.0,4,1,0.34,197.0,14,16,Morning,2,60,50,77.6,67.8,79.3,68.2,83.33,73.33,Medium
S0278,22,Male,Medium,East,15,9,48.631156277445236,27.0,1,2,0.56,230.0,19,9,Morning,13,60,36,42.2,34.2,49.4,50.6,60.0,45.28,Low
S1847,22,Male,High,West,58,8,25.95806356311755,71.0,2,3,0.42,218.0,23,10,Afternoon,10,60,55,91.2,82.6,88.1,99.6,91.67,91.07,High
